ERI_1,ERI_2,ERI_3,ERI_4,ERI_5,ERI_6,ERI_7,ERI_8,ERI_9,ERI_10,CBI_01,CBI_02,CBI_03,CBI_04,CBI_05,CBI_06,gender,birth year,status of employment,field of work,federal state,community size,income,working_hours,cbi_score,Burnout_Score
Agree,Agree,Strongly disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Agree,Agree,Disagree,Never,Seldom,Often,Always,Often,Often,Female,1984.0,Employed,Small Animal Medicine,Baden-Wurttemberg,5000 pop. aprox.,2. 1000 to 2000 eur,0,58.33,0
Agree,Disagree,Agree,Strongly agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Sometimes,Seldom,Sometimes,Often,Often,Sometimes,Female,1961.0,Employed,Small Animal Medicine,North Rhine-Westphalia,20000 pop. aprox.,2. 1000 to 2000 eur,20,54.17,0
Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Sometimes,Often,Often,Always,Often,Always,Male,1930.0,Retired,Small Animal Medicine,Bavaria,50000 pop. aprox.,1. less than 1000 eur,40,79.17,1
Disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Sometimes,Often,Often,Always,Always,Often,Male,1937.0,Retired,Small Animal Medicine,North Rhine-Westphalia,50000 pop. aprox.,5. 4000 to 5000 eur,0,79.17,1
Agree,Agree,Agree,Disagree,Strongly agree,Disagree,Disagree,Disagree,Strongly disagree,Agree,Seldom,Seldom,Seldom,Seldom,Seldom,Sometimes,Female,1965.0,Employed,Small Animal Medicine,Bavaria,5000 pop. aprox.,2. 1000 to 2000 eur,40,29.17,0
Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Never,Seldom,Seldom,Sometimes,Seldom,Often,Female,1971.0,Employed,Small Animal Medicine,Schleswig-Holstein,5000 pop. aprox.,3. 2000 to 3000 eur,42,33.33,0
Agree,Disagree,Strongly disagree,Agree,Disagree,Disagree,Strongly disagree,Agree,Agree,Agree,Sometimes,Often,Often,Always,Often,Often,Male,1941.0,Self-Employed,Small Animal Medicine,North Rhine-Westphalia,100000 pop. aprox.,3. 2000 to 3000 eur,40,75.0,1
Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Seldom,Seldom,Seldom,Sometimes,Sometimes,Often,Female,1974.0,Medical Leave,Small Animal Medicine,Brandenburg,5000 pop. aprox.,1. less than 1000 eur,15,41.67,0
Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Seldom,Seldom,Seldom,Seldom,Seldom,Sometimes,Female,1970.0,Self-Employed,Small Animal Medicine,Baden-Wurttemberg,50000 pop. aprox.,5. 4000 to 5000 eur,60,29.17,0
Strongly agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Seldom,Seldom,Seldom,Sometimes,Often,Often,Female,1986.0,Employed,Small Animal Medicine,Baden-Wurttemberg,100000 pop. aprox.,2. 1000 to 2000 eur,40,45.83,0
Agree,Agree,Strongly agree,Agree,Disagree,Agree,Strongly disagree,Disagree,Agree,Agree,Seldom,Sometimes,Often,Often,Sometimes,Often,Male,1973.0,Employed,Small Animal Medicine,Baden-Wurttemberg,100000 pop. aprox.,6. more than 5000 eur,50,58.33,0
Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Seldom,Seldom,Seldom,Seldom,Seldom,Seldom,Female,1956.0,Employed,Horses,Mecklenburg-Vorpommern,20000 pop. aprox.,4. 3000 to 4000 eur,40,25.0,0
Strongly agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Disagree,Disagree,Agree,Agree,Agree,Seldom,Seldom,Seldom,Never,Seldom,Sometimes,Female,1975.0,Self-Employed,Small Animal Medicine,Niedersachsen,100000 pop. aprox.,4. 3000 to 4000 eur,55,25.0,0
Agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Seldom,Seldom,Never,Seldom,Never,Never,Female,1966.0,Employed,Small Animal Medicine,North Rhine-Westphalia,50000 pop. aprox.,3. 2000 to 3000 eur,36,12.5,0
Disagree,Agree,Agree,Strongly agree,Disagree,Disagree,Strongly disagree,Agree,Agree,Agree,Sometimes,Sometimes,Often,Often,Often,Sometimes,Female,1979.0,Self-Employed,Small Animal Medicine,Rheinland-Pfalz,5000 pop. aprox.,3. 2000 to 3000 eur,40,62.5,0
Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Seldom,Seldom,Seldom,Seldom,Seldom,Seldom,Male,1979.0,Employed,Small Animal Medicine,Niedersachsen,5000 pop. aprox.,3. 2000 to 3000 eur,52,25.0,0
Agree,Agree,Agree,Agree,Strongly agree,Disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Seldom,Seldom,Never,Seldom,Seldom,Sometimes,Female,1977.0,Self-Employed,Small Animal Medicine,Niedersachsen,100000 pop. aprox.,2. 1000 to 2000 eur,50,25.0,0
Agree,Strongly agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Seldom,Seldom,Seldom,Seldom,Seldom,Seldom,Female,1974.0,Employed,Small Animal Medicine,Saxony-Anhalt,5000 pop. aprox.,4. 3000 to 4000 eur,45,25.0,0
Agree,Strongly agree,Strongly agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Seldom,Seldom,Seldom,Seldom,Seldom,Often,Female,1978.0,Employed,Small Animal Medicine,Baden-Wurttemberg,100000 pop. aprox.,6. more than 5000 eur,49,33.33,0
Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly disagree,Strongly disagree,Agree,Agree,Disagree,Sometimes,Sometimes,Sometimes,Often,Seldom,Often,Female,1963.0,Self-Employed,Small Animal Medicine,Bavaria,100000 pop. aprox.,6. more than 5000 eur,50,54.17,0
Strongly agree,Strongly agree,Disagree,Agree,Disagree,Disagree,Strongly disagree,Agree,Agree,Disagree,Seldom,Sometimes,Seldom,Seldom,Seldom,Sometimes,Male,1973.0,Self-Employed,Small Animal Medicine,North Rhine-Westphalia,20000 pop. aprox.,6. more than 5000 eur,45,33.33,0
Agree,Agree,Agree,Disagree,Agree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Seldom,Seldom,Sometimes,Seldom,Seldom,Sometimes,Female,1984.0,Employed,Small Animal Medicine,Bavaria,20000 pop. aprox.,2. 1000 to 2000 eur,45,33.33,0
Strongly agree,Disagree,Agree,Strongly disagree,Strongly agree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Never,Seldom,Seldom,Seldom,Seldom,Often,Female,1975.0,Employed,Small Animal Medicine,North Rhine-Westphalia,50000 pop. aprox.,2. 1000 to 2000 eur,25,29.17,0
Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Seldom,Seldom,Sometimes,Often,Seldom,Often,Female,1973.0,Employed,Small Animal Medicine,Bavaria,100000 pop. aprox.,2. 1000 to 2000 eur,55,45.83,0
Agree,Disagree,Agree,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Agree,Agree,Disagree,Sometimes,Often,Often,Always,Sometimes,Often,Female,1984.0,Self-Employed,Small Animal Medicine,Hessen,20000 pop. aprox.,4. 3000 to 4000 eur,40,70.83,1
Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Seldom,Sometimes,Sometimes,Sometimes,Often,Often,Female,1971.0,Self-Employed,Horses,North Rhine-Westphalia,50000 pop. aprox.,3. 2000 to 3000 eur,40,54.17,0
Agree,Agree,Strongly agree,Disagree,Agree,Agree,Strongly disagree,Agree,Disagree,Agree,Sometimes,Often,Often,Always,Always,Often,Male,1951.0,Retired,Small Animal Medicine,North Rhine-Westphalia,20000 pop. aprox.,6. more than 5000 eur,50,79.17,1
Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Seldom,Often,Often,Always,Often,Always,Female,1985.0,Employed,Small Animal Medicine,Bavaria,100000 pop. aprox.,2. 1000 to 2000 eur,31,75.0,1
Strongly disagree,Strongly disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Often,Often,Often,Always,Always,Always,Female,1949.0,Self-Employed,Small Animal Medicine,Bavaria,20000 pop. aprox.,1. less than 1000 eur,55,87.5,1
Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Seldom,Sometimes,Seldom,Sometimes,Seldom,Seldom,Female,1973.0,Self-Employed,Small Animal Medicine,Niedersachsen,50000 pop. aprox.,3. 2000 to 3000 eur,50,33.33,0
Strongly agree,Agree,Disagree,Strongly disagree,Agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Seldom,Never,Sometimes,Seldom,Sometimes,Seldom,Female,1987.0,Employed,Small Animal Medicine,Bavaria,100000 pop. aprox.,2. 1000 to 2000 eur,50,29.17,0
Agree,Agree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Seldom,Seldom,Never,Seldom,Seldom,Seldom,Female,1969.0,Employed,Small Animal Medicine,Niedersachsen,5000 pop. aprox.,1. less than 1000 eur,20,20.83,0
Disagree,Strongly disagree,Agree,Agree,Disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Strongly disagree,Often,Often,Often,Often,Always,Always,Female,1977.0,Self-Employed,Small Animal Medicine,Bavaria,20000 pop. aprox.,1. less than 1000 eur,20,83.33,1
Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Seldom,Sometimes,Sometimes,Often,Often,Often,Female,1970.0,Employed,Small Animal Medicine,Baden-Wurttemberg,100000 pop. aprox.,1. less than 1000 eur,45,58.33,0
Disagree,Disagree,Disagree,Agree,Agree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Sometimes,Sometimes,Often,Often,Often,Always,Female,1985.0,Employed,Small Animal Medicine,Bavaria,20000 pop. aprox.,5. 4000 to 5000 eur,45,70.83,1
Strongly agree,Agree,Strongly agree,Agree,Agree,Disagree,Strongly disagree,Agree,Agree,Agree,Seldom,Sometimes,Often,Often,Often,Sometimes,Male,1955.0,Self-Employed,Small Animal Medicine,Rheinland-Pfalz,5000 pop. aprox.,6. more than 5000 eur,80,58.33,0
Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Strongly agree,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,Male,1968.0,Self-Employed,Small Animal Medicine,North Rhine-Westphalia,50000 pop. aprox.,6. more than 5000 eur,45,54.17,0
Agree,Disagree,Disagree,Strongly disagree,Strongly agree,Agree,Disagree,Strongly disagree,Disagree,Disagree,Sometimes,Often,Seldom,Seldom,Seldom,Often,Female,1985.0,Parental Leave,Small Animal Medicine,Niedersachsen,20000 pop. aprox.,2. 1000 to 2000 eur,70,45.83,0
Strongly agree,Agree,Disagree,Agree,Strongly agree,Disagree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Sometimes,Sometimes,Often,Often,Often,Often,Female,1976.0,Employed,Small Animal Medicine,Niedersachsen,5000 pop. aprox.,1. less than 1000 eur,20,66.67,1
Agree,Agree,Agree,Strongly agree,Disagree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Disagree,Sometimes,Seldom,Seldom,Sometimes,Sometimes,Often,Female,1972.0,Self-Employed,Small Animal Medicine,North Rhine-Westphalia,20000 pop. aprox.,3. 2000 to 3000 eur,40,45.83,0
Strongly agree,Agree,Agree,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Seldom,Sometimes,Often,Sometimes,Seldom,Sometimes,Female,1973.0,Employed,Small Animal Medicine,Rheinland-Pfalz,100000 pop. aprox.,4. 3000 to 4000 eur,53,45.83,0
Disagree,Disagree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Often,Often,Often,Always,Always,Always,Female,1958.0,Self-Employed,Small Animal Medicine,North Rhine-Westphalia,100000 pop. aprox.,6. more than 5000 eur,45,87.5,1
Strongly disagree,Agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Disagree,Seldom,Seldom,Seldom,Seldom,Seldom,Seldom,Male,1958.0,Self-Employed,Small Animal Medicine,North Rhine-Westphalia,20000 pop. aprox.,3. 2000 to 3000 eur,40,25.0,0
Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Disagree,Disagree,Strongly disagree,Seldom,Sometimes,Seldom,Sometimes,Seldom,Often,Female,1969.0,Self-Employed,Small Animal Medicine,Niedersachsen,5000 pop. aprox.,2. 1000 to 2000 eur,45,41.67,0
Agree,Agree,Agree,Strongly disagree,Agree,Disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Seldom,Sometimes,Sometimes,Seldom,Seldom,Often,Female,1977.0,Employed,Small Animal Medicine,Bavaria,5000 pop. aprox.,3. 2000 to 3000 eur,46,41.67,0
Agree,Disagree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Agree,Disagree,Seldom,Seldom,Seldom,Often,Seldom,Seldom,Female,1979.0,Employed,Small Animal Medicine,Schleswig-Holstein,5000 pop. aprox.,2. 1000 to 2000 eur,40,33.33,0
Agree,Strongly agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Seldom,Seldom,Seldom,Seldom,Seldom,Sometimes,Female,1987.0,Employed,Horses,Niedersachsen,100000 pop. aprox.,2. 1000 to 2000 eur,30,29.17,0
Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Disagree,Seldom,Seldom,Seldom,Seldom,Seldom,Seldom,Female,1964.0,Employed,Small Animal Medicine,Niedersachsen,50000 pop. aprox.,3. 2000 to 3000 eur,40,25.0,0
Agree,Agree,Agree,Strongly disagree,Agree,Agree,Disagree,Strongly disagree,Disagree,Disagree,Never,Seldom,Seldom,Seldom,Seldom,Seldom,Female,1970.0,Self-Employed,Small Animal Medicine,Baden-Wurttemberg,100000 pop. aprox.,4. 3000 to 4000 eur,40,20.83,0
Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Seldom,Seldom,Seldom,Never,Seldom,Often,Female,1974.0,Parental Leave,Farm Animals,North Rhine-Westphalia,50000 pop. aprox.,1. less than 1000 eur,30,29.17,0
Agree,Disagree,Agree,Strongly disagree,Strongly agree,Agree,Disagree,Disagree,Agree,Strongly disagree,Seldom,Seldom,Seldom,Seldom,Seldom,Sometimes,Female,1981.0,Employed,Small Animal Medicine,Bavaria,20000 pop. aprox.,2. 1000 to 2000 eur,42,29.17,0
Agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Never,Never,Seldom,Seldom,Seldom,Seldom,Female,1967.0,Self-Employed,Small Animal Medicine,North Rhine-Westphalia,100000 pop. aprox.,2. 1000 to 2000 eur,60,16.67,0
Agree,Disagree,Agree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Disagree,Disagree,Strongly disagree,Seldom,Seldom,Seldom,Sometimes,Seldom,Sometimes,Female,1985.0,Employed,Small Animal Medicine,Brandenburg,100000 pop. aprox.,3. 2000 to 3000 eur,50,33.33,0
Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Seldom,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Female,1974.0,Employed,Small Animal Medicine,North Rhine-Westphalia,50000 pop. aprox.,2. 1000 to 2000 eur,35,45.83,0
Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Seldom,Often,Seldom,Often,Often,Often,Female,1983.0,Employed,Small Animal Medicine,Baden-Wurttemberg,100000 pop. aprox.,3. 2000 to 3000 eur,50,58.33,0
Strongly agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Strongly disagree,Seldom,Seldom,Seldom,Often,Seldom,Sometimes,Female,1991.0,Employed,Small Animal Medicine,Bavaria,20000 pop. aprox.,3. 2000 to 3000 eur,60,37.5,0
Agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Seldom,Seldom,Seldom,Seldom,Seldom,Seldom,Female,1981.0,Self-Employed,Small Animal Medicine,Rheinland-Pfalz,5000 pop. aprox.,3. 2000 to 3000 eur,90,25.0,0
Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Strongly disagree,Strongly disagree,Agree,Agree,Disagree,Seldom,Sometimes,Sometimes,Sometimes,Sometimes,Often,Female,1977.0,Self-Employed,Horses,Baden-Wurttemberg,5000 pop. aprox.,3. 2000 to 3000 eur,60,50.0,0
Agree,Disagree,Agree,Disagree,Strongly agree,Agree,Strongly disagree,Disagree,Disagree,Strongly disagree,Seldom,Sometimes,Seldom,Sometimes,Sometimes,Sometimes,Female,1984.0,Employed,Horses,Baden-Wurttemberg,5000 pop. aprox.,2. 1000 to 2000 eur,50,41.67,0
Strongly agree,Agree,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Never,Never,Seldom,Seldom,Never,Never,Female,1984.0,Self-Employed,Small Animal Medicine,North Rhine-Westphalia,50000 pop. aprox.,1. less than 1000 eur,45,8.33,0
Strongly agree,Agree,Strongly agree,Disagree,Agree,Agree,Strongly disagree,Disagree,Disagree,Strongly disagree,Seldom,Seldom,Seldom,Never,Seldom,Sometimes,Female,1982.0,Employed,Small Animal Medicine,Bavaria,50000 pop. aprox.,3. 2000 to 3000 eur,70,25.0,0
Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Strongly disagree,Strongly disagree,Seldom,Seldom,Sometimes,Sometimes,Sometimes,Sometimes,Female,1989.0,Employed,Small Animal Medicine,Bavaria,20000 pop. aprox.,1. less than 1000 eur,55,41.67,0
Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Seldom,Seldom,Seldom,Seldom,Seldom,Seldom,Female,1984.0,Employed,Small Animal Medicine,Niedersachsen,5000 pop. aprox.,2. 1000 to 2000 eur,50,25.0,0
Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Seldom,Seldom,Seldom,Sometimes,Sometimes,Often,Female,1943.0,Self-Employed,Small Animal Medicine,Baden-Wurttemberg,5000 pop. aprox.,3. 2000 to 3000 eur,50,41.67,0
Strongly agree,Agree,Strongly agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Never,Seldom,Seldom,Seldom,Seldom,Sometimes,Male,1963.0,Self-Employed,Small Animal Medicine,Brandenburg,5000 pop. aprox.,3. 2000 to 3000 eur,60,25.0,0
Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Sometimes,Often,Always,Often,Often,Seldom,Female,1956.0,Medical Leave,Small Animal Medicine,Bavaria,5000 pop. aprox.,2. 1000 to 2000 eur,0,66.67,1
Strongly agree,Strongly agree,Agree,Disagree,Agree,Agree,Strongly disagree,Disagree,Disagree,Disagree,Seldom,Seldom,Seldom,Sometimes,Sometimes,Often,Female,1978.0,Employed,Small Animal Medicine,Bavaria,20000 pop. aprox.,6. more than 5000 eur,72,41.67,0
Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Seldom,Never,Seldom,Seldom,Never,Never,Female,1967.0,Self-Employed,Small Animal Medicine,Hessen,50000 pop. aprox.,4. 3000 to 4000 eur,50,12.5,0
Agree,Disagree,Disagree,Disagree,Strongly agree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Seldom,Seldom,Seldom,Seldom,Seldom,Sometimes,Female,1989.0,Employed,Horses,Brandenburg,20000 pop. aprox.,2. 1000 to 2000 eur,50,29.17,0
Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Often,Often,Seldom,Sometimes,Sometimes,Often,Female,1981.0,Employed,Small Animal Medicine,Baden-Wurttemberg,5000 pop. aprox.,5. 4000 to 5000 eur,45,58.33,0
Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Seldom,Seldom,Seldom,Sometimes,Often,Often,Female,1982.0,Employed,Horses,Hessen,5000 pop. aprox.,2. 1000 to 2000 eur,28,45.83,0
Agree,Disagree,Agree,Disagree,Strongly agree,Agree,Disagree,Disagree,Disagree,Strongly disagree,Seldom,Seldom,Seldom,Seldom,Seldom,Seldom,Female,1990.0,Employed,Small Animal Medicine,Bavaria,50000 pop. aprox.,2. 1000 to 2000 eur,45,25.0,0
Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Seldom,Seldom,Seldom,Seldom,Seldom,Seldom,Female,1987.0,Employed,Small Animal Medicine,Baden-Wurttemberg,50000 pop. aprox.,1. less than 1000 eur,55,25.0,0
Agree,Agree,Agree,Disagree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Disagree,Seldom,Seldom,Sometimes,Often,Sometimes,Often,Female,1974.0,Self-Employed,Small Animal Medicine,Baden-Wurttemberg,50000 pop. aprox.,3. 2000 to 3000 eur,47,50.0,0
Disagree,Disagree,Disagree,Agree,Agree,Disagree,Strongly disagree,Agree,Disagree,Agree,Seldom,Seldom,Often,Often,Often,Often,Female,1971.0,Employed,Small Animal Medicine,Bavaria,5000 pop. aprox.,3. 2000 to 3000 eur,42,58.33,0
Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Disagree,Strongly disagree,Seldom,Sometimes,Seldom,Seldom,Seldom,Sometimes,Female,1985.0,Employed,Small Animal Medicine,Bavaria,100000 pop. aprox.,2. 1000 to 2000 eur,38,33.33,0
Disagree,Disagree,Disagree,Strongly disagree,Agree,Strongly agree,Disagree,Disagree,Disagree,Agree,Seldom,Sometimes,Sometimes,Sometimes,Often,Always,Female,1991.0,Employed,Horses,Bavaria,5000 pop. aprox.,3. 2000 to 3000 eur,0,58.33,0
Agree,Agree,Disagree,Disagree,Strongly agree,Strongly agree,Agree,Disagree,Disagree,Disagree,Never,Sometimes,Sometimes,Often,Seldom,Sometimes,Male,1961.0,Self-Employed,Small Animal Medicine,Bavaria,5000 pop. aprox.,4. 3000 to 4000 eur,45,41.67,0
Agree,Agree,Disagree,Strongly agree,Disagree,Disagree,Strongly disagree,Agree,Agree,Agree,Never,Often,Always,Always,Often,Always,Female,1966.0,Self-Employed,Small Animal Medicine,Niedersachsen,50000 pop. aprox.,4. 3000 to 4000 eur,25,75.0,1
Disagree,Disagree,Disagree,Agree,Strongly agree,Disagree,Agree,Agree,Disagree,Agree,Sometimes,Sometimes,Sometimes,Always,Always,Always,Female,1983.0,Employed,Small Animal Medicine,Saxony (Sachsen),100000 pop. aprox.,2. 1000 to 2000 eur,20,75.0,1
Disagree,Strongly agree,Disagree,Disagree,Strongly agree,Agree,Disagree,Strongly disagree,Strongly disagree,Agree,Never,Seldom,Never,Seldom,Seldom,Sometimes,Female,1962.0,Self-Employed,Small Animal Medicine,Baden-Wurttemberg,5000 pop. aprox.,3. 2000 to 3000 eur,45,20.83,0
Agree,Agree,Agree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Disagree,Disagree,Disagree,Seldom,Seldom,Sometimes,Sometimes,Sometimes,Often,Male,1951.0,Employed,Small Animal Medicine,North Rhine-Westphalia,100000 pop. aprox.,6. more than 5000 eur,60,45.83,0
Strongly agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Strongly disagree,Disagree,Seldom,Seldom,Sometimes,Sometimes,Sometimes,Sometimes,Female,1980.0,Employed,Small Animal Medicine,North Rhine-Westphalia,20000 pop. aprox.,3. 2000 to 3000 eur,40,41.67,0
Agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Seldom,Seldom,Often,Seldom,Seldom,Seldom,Female,1981.0,Employed,Small Animal Medicine,North Rhine-Westphalia,100000 pop. aprox.,5. 4000 to 5000 eur,58,33.33,0
Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Never,Never,Seldom,Sometimes,Seldom,Seldom,Female,1985.0,Employed,Small Animal Medicine,Bavaria,100000 pop. aprox.,3. 2000 to 3000 eur,50,20.83,0
Disagree,Agree,Agree,Agree,Disagree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Sometimes,Sometimes,Often,Always,Sometimes,Often,Female,1980.0,Self-Employed,Small Animal Medicine,Baden-Wurttemberg,100000 pop. aprox.,4. 3000 to 4000 eur,35,66.67,1
Agree,Disagree,Disagree,Disagree,Agree,Disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Seldom,Sometimes,Never,Seldom,Seldom,Sometimes,Female,1986.0,Employed,Small Animal Medicine,Bavaria,5000 pop. aprox.,3. 2000 to 3000 eur,60,29.17,0
Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Seldom,Sometimes,Sometimes,Often,Often,Always,Female,1977.0,Employed,Small Animal Medicine,North Rhine-Westphalia,50000 pop. aprox.,1. less than 1000 eur,20,62.5,0
Agree,Disagree,Disagree,Disagree,Agree,Agree,Strongly disagree,Disagree,Agree,Strongly disagree,Seldom,Seldom,Often,Always,Sometimes,Often,Female,1989.0,Employed,Horses,Bavaria,5000 pop. aprox.,2. 1000 to 2000 eur,60,58.33,0
Strongly agree,Disagree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly disagree,Sometimes,Always,Often,Always,Always,Always,Female,1981.0,Currently looking for a job,Small Animal Medicine,Bavaria,100000 pop. aprox.,1. less than 1000 eur,15,87.5,1
Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Seldom,Often,Sometimes,Sometimes,Sometimes,Sometimes,Female,1980.0,Employed,Small Animal Medicine,North Rhine-Westphalia,5000 pop. aprox.,1. less than 1000 eur,10,50.0,0
Disagree,Disagree,Agree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Seldom,Sometimes,Sometimes,Often,Sometimes,Always,Female,1969.0,Employed,Small Animal Medicine,Rheinland-Pfalz,50000 pop. aprox.,1. less than 1000 eur,25,58.33,0
Agree,Strongly agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Sometimes,Sometimes,Sometimes,Often,Often,Often,Female,1955.0,Self-Employed,Small Animal Medicine,North Rhine-Westphalia,100000 pop. aprox.,3. 2000 to 3000 eur,40,62.5,0
Agree,Agree,Agree,Disagree,Strongly agree,Agree,Disagree,Disagree,Disagree,Disagree,Seldom,Seldom,Seldom,Often,Sometimes,Sometimes,Female,1963.0,Self-Employed,Small Animal Medicine,North Rhine-Westphalia,5000 pop. aprox.,3. 2000 to 3000 eur,45,41.67,0
Agree,Strongly agree,Disagree,Agree,Agree,Strongly disagree,Strongly disagree,Agree,Disagree,Agree,Seldom,Sometimes,Sometimes,Sometimes,Often,Often,Female,1977.0,Employed,Small Animal Medicine,Bavaria,5000 pop. aprox.,5. 4000 to 5000 eur,55,54.17,0
